127,"453a Downham Way, Bromley, Kent BR1 5HS",,THURS 5th 3.00 p.m.,,SAT 7th 3.00 p.m.,,,WED 11th 3.00 p.m.,,FRI 13th 3.00 p.m.,,MON 16th 3.00 p.m.
128,"53 Whernside Close, Thamesmead, London SE28 6HB",,THURS 5th 9.00 a.m.,,SAT 7th 9.00 a.m.,,,WED 11th 9.00 a.m.,,FRI 13th 9.00 a.m.,,MON 16th 9.00 a.m.
129,"185 Kingston Road, Wimbledon, London SW19 1LH",WED 4th 4.15 p.m.,,FRI 6th 4.15 p.m.,,MON 9th 4.15 p.m.,,,THURS 12th 4.15 p.m.,,SAT 14th 4.15 p.m.,
130,"228 Tokyngton Avenue, Harrow, Middlesex HA9 6HJ",,THURS 5th 10.30 a.m.,,SAT 7th 10.30 a.m.,,TUES 10th 10.30 a.m.,,THURS 12th 10.30 a.m.,,,MON 16th 10.30 a.m.
131,"9 Plaiters Way, Bidwell, Houghton Regis, Bedfordshire LU5 6JZ",,,FRI 6th 3.30 p.m.,,,TUES 10th 3.30 p.m.,,THURS 12th 3.30 p.m.,,SAT 14th 11.30 a.m.,
132,"108 Lopen Road, Edmonton, London N18 1PU",WED 4th 1.30 p.m.,,FRI 6th 1.30 p.m.,,MON 9th 1.30 p.m.,,,THURS 12th 1.30 p.m.,,SAT 14th 1.30 p.m.,
133,"44 St Georges Court, Melford Road, East Ham, London E6 3RA",,THURS 5th 12.45 p.m.,,SAT 7th 12.45 p.m.,,,WED 11th 12.45 p.m.,,FRI 13th 12.45 p.m.,,MON 16th 12.45 p.m.
134,"14A Hawthorn Road, Harlesden, London NW10 2ND",,THURS 5th 4.00 p.m.,,SAT 7th 4.00 p.m.,,TUES 10th 4.00 p.m.,,THURS 12th 4.00 p.m.,,,MON 16th 4.00 p.m.
135,"5A Cambridge Gardens, Kilburn, London NW6 5AE",,,FRI 6th 3.45 p.m.,,MON 9th 3.45 p.m.,,WED 11th 3.45 p.m.,,FRI 13th 3.45 p.m.,SAT 14th 3.45 p.m.,
136,"19A Hoveden Road, Cricklewood, London NW2 3XE",,THURS 5th 9.30 a.m.,,SAT 7th 9.30 a.m.,,TUES 10th 9.30 a.m.,,THURS 12th 9.30 a.m.,,,MON 16th 9.30 a.m.
137,"26 Gloucester Road, Leyton, London E10 7HT",,THURS 5th 12.15 p.m.,,SAT 7th 12.15 p.m.,,,WED 11th 12.15 p.m.,,FRI 13th 12.15 p.m.,,MON 16th 12.15 p.m.
138,"16 Kintyre Court, 41 New Park Road, Streatham Hill, London SW2 4DY",,THURS 5th 9.45 a.m.,,SAT 7th 9.45 a.m.,,,WED 11th 9.45 a.m.,,FRI 13th 9.45 a.m.,,MON 16th 9.45 a.m.
139,"Flat 2, 99 Mount Pleasant Road, Lewisham, London SE13 6RG",,THURS 5th 4.45 p.m.,,SAT 7th 4.45 p.m.,,,WED 11th 4.45 p.m.,,FRI 13th 4.45 p.m.,,MON 16th 4.45 p.m.
140,"33 Ridsdale Road, Anerley, London SE20 8AE",WED 4th 12.45 p.m.,,FRI 6th 12.45 p.m.,,MON 9th 12.45 p.m.,,,THURS 12th 12.45 p.m.,,SAT 14th 12.45 p.m.,
141,"5 Sunnymead Avenue, Mitcham, Surrey CR4 1EW",,THURS 5th 4.45 p.m.,,SAT 7th 4.45 p.m.,,,WED 11th 4.45 p.m.,,FRI 13th 4.45 p.m.,,MON 16th 4.45 p.m.
142,"154F West Green Road, Tottenham, London N15 5AE",,,,,,,,,,,
143,"14 Allanbridge, Bethune Road, Stoke Newington, London N16 5DE",,,,SAT 7th 2.15 p.m.,,,WED 11th 2.15 p.m.,,FRI 13th 2.15 p.m.,SAT 14th 2.15 p.m.,
144,"43 Debden, Gloucester Road, Tottenham, London N17 6LN",,THURS 5th 4.30 p.m.,,SAT 7th 4.30 p.m.,,,WED 11th 4.30 p.m.,,FRI 13th 4.30 p.m.,,MON 16th 4.30 p.m.
145,"Ground Floor Flat, 17 Miles Road, Mitcham, Surrey CR4 3DA",WED 4th 11.30 a.m.,,FRI 6th 11.30 a.m.,,MON 9th 11.30 a.m.,,,THURS 12th 11.30 a.m.,,SAT 14th 11.30 a.m.,
146,"Flat 3, 7 Stanger Road, South Norwood, London SE25 5JU",WED 4th 9.45 a.m.,,FRI 6th 9.45 a.m.,,MON 9th 9.45 a.m.,,,THURS 12th 9.45 a.m.,,SAT 14th 9.45 a.m.,
147,"2 Muston Road, Clapton, London E5 9LH",,THURS 5th 1.15 p.m.,,SAT 7th 1.15 p.m.,,,WED 11th 1.15 p.m.,,FRI 13th 1.15 p.m.,,MON 16th 1.15 p.m.
148,"Garage Rear of 16 Muirkirk Road, Catford, London SE6 1BE",,,,SAT 7th 5.30 p.m.,,,WED 11th 5.30 p.m.,,FRI 13th 5.30 p.m.,,MON 16th 5.30 p.m.
149,"182 Strone Road, Forest Gate, London E7 8ES",,THURS 5th 4.30 p.m.,,SAT 7th 4.30 p.m.,,,WED 11th 4.30 p.m.,,FRI 13th 4.30 p.m.,,MON 16th 4.30 p.m.
150,"16 Brook Court, 510 Ripple Road, Barking, Essex IG11 9JU",,THURS 5th 2.15 p.m.,,SAT 7th 2.15 p.m.,,,WED 11th 2.15 p.m.,,FRI 13th 2.15 p.m.,,MON 16th 2.15 p.m.
151,"26 Bunbury House, Fenham Road, Peckham, London SE15 1AA",WED 4th 1.15 p.m.,,FRI 6th 1.15 p.m.,,MON 9th 1.15 p.m.,,,THURS 12th 1.15 p.m.,,SAT 14th 1.15 p.m.,
152,"Land adj to 12 New Close, Wimbledon, London SW19 2SY",WED 4th 10.45 a.m.,,FRI 6th 10.45 a.m.,,MON 9th 10.45 a.m.,,,THURS 12th 10.45 a.m.,,SAT 14th 10.45 a.m.,
153,"Site to the Rear of 14 Beech Walk, Mill Hill, London NW7 3PH",,,,,,,,,,,
154,"9 Parklands, 234 Peckham Rye, East Dulwich, London SE22 0LS",WED 4th 9.00 a.m.,,FRI 6th 9.00 a.m.,,MON 9th 9.00 a.m.,,,THURS 12th 9.00 a.m.,,SAT 14th 9.00 a.m.,
155,"75 Rogers Estate, Globe Road, Bethnal Green, London E20 0JZ",WED 4th 11.30 a.m.,,FRI 6th 11.30 a.m.,,MON 9th 11.30 a.m.,,,THURS 12th 11.30 a.m.,,SAT 14th 11.30 a.m.,
156,"15 Impington, Willingham Way, Kingston Upon Thames, Surrey KT1 3HZ",WED 4th 9.00 a.m.,,FRI 6th 9.00 a.m.,,MON 9th 9.00 a.m.,,,THURS 12th 9.00 a.m.,,SAT 14th 9.00 a.m.,
157,"40 Ospringe Court, Alderwood Road, Eltham, London SE9 2LD",,,,,,,WED 11th 1.15 p.m.,,FRI 13th 1.15 p.m.,,MON 16th 1.15 p.m.
158,"7 Edinburgh Road, Walthamstow, London E17 7QA",,THURS 5th 9.45 a.m.,,SAT 7th 9.45 a.m.,,,WED 11th 9.45 a.m.,,FRI 13th 9.45 a.m.,,MON 16th 9.45 a.m.
159,"249 Somerset Gardens, Creighton Road, Tottenham, London N17 8JY",WED 4th 2.30 p.m.,,FRI 6th 2.30 p.m.,,MON 9th 2.30 p.m.,,,THURS 12th 2.30 p.m.,,SAT 14th 2.30 p.m.,
160,"43 Kempton Road, East Ham, London E6 2LG",,THURS 5th 9.45 a.m.,,SAT 7th 9.45 a.m.,,,WED 11th 9.45 a.m.,,FRI 13th 9.45 a.m.,,MON 16th 9.45 a.m.
161,"110 Marvels Lane, Lewisham, London SE12 9PG",,THURS 5th 2.15 p.m.,,SAT 7th 2.15 p.m.,,,WED 11th 2.15 p.m.,,FRI 13th 2.15 p.m.,,MON 16th 2.15 p.m.
162,"The Empress Hotel, 59 Exchange Street, Blackpool, Lancashire FY1 2DZ",,,,,,,,,,,
163,"18E Hilgrove Road, South Hampstead, London NW6 4TN",,THURS 5th 3.00 p.m.,,SAT 7th 3.00 p.m.,,TUES 10th 3.00 p.m.,,THURS 12th 3.00 p.m.,,,MON 16th 3.00 p.m.
164,"Tynewydd Farm, Mountain View, Treherbert, Treorchy, Wales CF42 5LU",,,,,,,,,,,
165,"56E Amberley Road, Maida Vale, London W9 2JL",,,FRI 6th 2.15 p.m.,,MON 9th 2.15 p.m.,,WED 11th 2.15 p.m.,,FRI 13th 2.15 p.m.,SAT 14th 2.15 p.m.,
166,"53B Bravington Road, Maida Vale, London W9 3AA",,,FRI 6th 4.15 p.m.,,MON 9th 4.15 p.m.,,WED 11th 4.15 p.m.,,FRI 13th 4.15 p.m.,SAT 14th 4.15 p.m.,
167,"15A Onslow Parade, Osidge Lane, Southgate, London N14 5JN",WED 4th 4.30 p.m.,,FRI 6th 4.30 p.m.,,MON 9th 4.30 p.m.,,,THURS 12th 4.30 p.m.,,SAT 14th 4.30 p.m.,
168,"18 St. Annes Court, Stanley Road, Sutton, Surrey SM2 6RX",,THURS 5th 2.45 p.m.,,SAT 7th 2.45 p.m.,,,WED 11th 2.45 p.m.,,FRI 13th 2.45 p.m.,,MON 16th 2.45 p.m.
169,"22 Helgiford Gardens, Sunbury on Thames, Middlesex TW16 7NB",,THURS 5th 2.45 p.m.,,SAT 7th 2.45 p.m.,,TUES 10th 2.45 p.m.,,THURS 12th 2.45 p.m.,,,MON 16th 2.45 p.m.
170,"4E Stuart Tower, 105 Maida Vale, Maida Vale, London W9 1UE",,,FRI 6th 12.45 p.m.,,MON 9th 12.45 p.m.,,WED 11th 12.45 p.m.,,FRI 13th 12.45 p.m.,SAT 14th 12.45 p.m.,
171,"Land adj to Ellsbridge House, Bath Road, Keynsham, Somerset BS31 1TL",,,,,,,,,,,
172,"23 Isham Road, Streatham, London SW16 4TH",,,,SAT 7th 3.00 p.m.,,,WED 11th 3.00 p.m.,,FRI 13th 3.00 p.m.,,MON 16th 3.00 p.m.
173,"Garages at Greenvale Drive (South Site), Timsbury, Somerset BA3 1HP",,,,,,,,,,,
174,"Garages at Greenvale Drive (North Site), Timsbury, Somerset BA3 1HP",,,,,,,,,,,
175,"Land adj to 7 Layburn Crescent, Colnbrook, Slough, Berkshire SL3 8QL",,,,,,,,,,,
176,"Land at Woodlands Fishers Lane, Cold Ash, near Newbury, Berkshire RG18 9NF",,,,,,,,,,,
177,"Land at Poyle Meadows, Horton Road, Polye, Berkshire SL3 0AT",,,,,,,,,,,
178,"Land adj to Ravensbury Arms, Carshalton Road, Mitcham, Surrey CR4 4HN",,,,,,,,,,,
179,"3 The Cottage, Lower Marsh Lane, Kingston Surrey KT1 3BN",,,,,,,,,,,
180,"Former Booster Station, off Stowe Road, Water Stratford, Buckingham MK18",,,,,,,,,,,
181,"Land rear of 89 Wolborough Street, Newton Abbot, Devon TQ12 1LG",,,,,,,,,,,
182,"Land Surrounding a Pumping Station, off Ashwell Rd, Bygrave, Baldock, Herts SG7",,,,,,,,,,,
183,"13 Balmoral Road, Gillingham, Kent ME7 4PY",,,,,,,,,,,
184,"Site at 65-71 Yarborough Road, Lincoln, Lincolnshire LN1 1HS",,,,,,,,,,,
185,"51 South View Road, Grays, Essex RM20 4AT",,THURS 5th 12 noon,,SAT 7th 2.00 p.m.,,TUES 10th 12 noon,,,FRI 13th 12 noon,,
186,"Flat 4, 32 Albany Road, West Ealing, London W13 8PG",,THURS 5th 4.45 p.m.,,SAT 7th 4.45 p.m.,,TUES 10th 4.45 p.m.,,THURS 12th 4.45 p.m.,,,MON 16th 4.45 p.m.
187,"Flat 5, 32 Albany Road, West Ealing, London W13 8PG",,THURS 5th 4.45 p.m.,,SAT 7th 4.45 p.m.,,TUES 10th 4.45 p.m.,,THURS 12th 4.45 p.m.,,,MON 16th 4.45 p.m.
188,"254A Coldharbour Lane, Brixton, London SW9 8SE",WED 4th 3.00 p.m.,,FRI 6th 3.00 p.m.,,MON 9th 3.00 p.m.,,,THURS 12th 3.00 p.m.,,SAT 14th 3.00 p.m.,
189,"4 Mulberry Court, Elgar Avenue, Harlesden, London NW10 8PH",,THURS 5th 1.00 p.m.,,SAT 7th 1.00 p.m.,,TUES 10th 1.00 p.m.,,THURS 12th 1.00 p.m.,,,MON 16th 1.00 p.m.
190,"11 Pavilion Court, 2 Stafford Road, Kilburn, London NW6 5YX",,,FRI 6th 3.00 p.m.,,MON 9th 3.00 p.m.,,WED 11th 3.00 p.m.,,FRI 13th 3.00 p.m.,SAT 14th 3.00 p.m.,
191,"Flat 18, 16 Belsize Grove, Belsize Park, London NW3 4UN",,THURS 5th 2.15 p.m.,,SAT 7th 2.15 p.m.,,TUES 10th 2.15 p.m.,,THURS 12th 2.15 p.m.,,,MON 16th 2.15 p.m.
192,"63 Midhurst Hill, Bexleyheath, Kent DA6 7NP",,THURS 5th 11.30 a.m.,,SAT 7th 11.30 a.m.,,,WED 11th 11.30 a.m.,,FRI 13th 11.30 a.m.,,MON 16th 11.30 a.m.
193,"25 Prospect House, Donegal Street, Islington, London N1 9QD",,,,,MON 9th 12.30 p.m.,,WED 11th 12.30 p.m.,,,,
194,"162 Quilter Road, Basingstoke, Hampshire RG22 4HB",,,FRI 6th 11.00 a.m.,,,TUES 10th 11.00 a.m.,,,FRI 13th 11.00 a.m.,,MON 16th 11.00 a.m.
195,"39 Middle Street, Salisbury, Wiltshire SP2 8LR",,THURS 5th 3.15 p.m.,,,,TUES 10th 3.15 p.m.,,,FRI 13th 12.30 p.m.,,MON 16th 12.30 p.m.
196,"Site at 61 Invicta Road, Greenwich, London SE3 7HD",,,,,,,,,,,
197,"Garages at 106-141 Shipwrights Avenue, Chatham, Kent ME4 5JD",,,,,,,,,,,
198,"Meon House, 78 High Street, Cosham, Portsmouth, Hampshire PO6 3FG",,,,,,,,,,,
199,"1-6 Crofton House, 110 London Road West, Bath, Somerset BA1 7DB",,,,,,,,,,,
200,"The Old Maltings, Station Road, Pulham St Mary, Diss, Norfolk IP21 4RU",,,,,,,,,,,
201,"38 Alie Street, Whitechapel, London E1 8DA",,,,,,,,,,,
202,"Ruddle Minor, Ruddlemoor, St Austell, Cornwall PL26 8XF",,,FRI 6th 12.15 p.m.,,,TUES 10th 12.15 p.m.,WED 11th 12.15 p.m.,,FRI 13th 12.15 p.m.,,
203,"4 Norwood Way, Frinton-on-Sea, Essex CO14 8NH",WED 4th 10.00 a.m.,,,SAT 7th 2.00 p.m.,,TUES 10th 10.00 a.m.,,THURS 12th 4.00 p.m.,,,MON 16th 10.30 a.m.
204,"Land to The Rear of 53 & 55 How Wood, St Albans, Hertfordshire AL2 2RW",,,,,,,,,,,
205,"Garage Rear of 16 Jerdan Place, Fulham, London SW6 1BH",,,,,,,,,,,
206,"Winners Sports Bar, South Beach Parade, Great Yarmouth, Norfolk NR30 3QL",,,,,,,,,,,
207,"14D Hilgrove Road, South Hampstead, London NW6 4TN",,THURS 5th 3.45 p.m.,,SAT 7th 3.45 p.m.,,TUES 10th 3.45 p.m.,,THURS 12th 3.45 p.m.,,,MON 16th 3.45 p.m.
208,"10 Staburn Court, 51 Burnt Oak Broadway, Edgware, Middlesex HA8 5JT",,THURS 5th 9.45 a.m.,,SAT 7th 9.45 a.m.,,TUES 10th 9.45 a.m.,,THURS 12th 9.45 a.m.,,,MON 16th 9.45 a.m.
209,"16B Huddlestone Road, Willesden, London NW2 5DN",,,FRI 6th 9.45 a.m.,,MON 9th 9.45 a.m.,,WED 11th 9.45 a.m.,,FRI 13th 9.45 a.m.,SAT 14th 9.45 a.m.,
210,"19 Parkinson Street, Bolton, Greater Manchester BL3 5PH",,THURS 5th 4.15 p.m.,,SAT 7th 10.30 a.m.,,TUES 10th 4.15 p.m.,,THURS 12th 10.30 a.m.,,,MON 16th 10.30 a.m.
211,"24 Densmore Street, Failsworth, Manchester M35 0FY",,THURS 5th 2.45 p.m.,,SAT 7th 9.00 a.m.,,TUES 10th 2.45 p.m.,,THURS 12th 9.00 a.m.,,,MON 16th 9.00 a.m.
212,"17 Victoria Street, Failsworth, Manchester M35 0HZ",,THURS 5th 3.15 p.m.,,SAT 7th 9.30 a.m.,,TUES 10th 3.15 p.m.,,THURS 12th 9.30 a.m.,,,MON 16th 9.30 a.m.
213,"6 April Court, 107 Northwood Road, Thornton Heath, Surrey CR7 8HW",WED 4th 2.15 p.m.,,FRI 6th 2.15 p.m.,,MON 9th 2.15 p.m.,,,THURS 12th 2.15 p.m.,,SAT 14th 2.15 p.m.,
214,"90 Billy Lawn Avenue, Leigh Park, Havant, Portsmouth, Hampshire PO9 5HN",,THURS 5th 2.00 p.m.,,,,TUES 10th 12 noon,,,FRI 13th 11.00 a.m.,,
215,"3 Railway Cottages, Reedness Junction, Swinefleet, Goole, East Yorkshire DN14 8DS",,THURS 5th 1.45 p.m.,,SAT 7th 12.45 p.m.,,TUES 10th 1.45 p.m.,,THURS 12th 12.45 p.m.,,,MON 16th 12.45 p.m.
216,"32 Brazil Street, Hull, East Yorkshire HU9 1JZ",,THURS 5th 3.00 p.m.,,SAT 7th 2.00 p.m.,,TUES 10th 3.00 p.m.,,THURS 12th 2.00 p.m.,,,MON 16th 2.00 p.m.
217,"37 Albany Street, South Shields, Tyne and Wear NE33 4DH",,THURS 5th 10.00 a.m.,,,,TUES 10th 10.00 a.m.,,THURS 12th 10.00 a.m.,,,MON 16th 10.00 a.m.
218,"10 Latimer Street, Tynemouth, North Shields, Tyne and Wear NE30 4EY",,THURS 5th 11.00 a.m.,,,,TUES 10th 11.00 a.m.,,THURS 12th 11.00 a.m.,,,MON 16th 11.00 a.m.
